Date,Channel,Revenue,Spend,Campaign
2025-09-28,Google,0.0,1.129822,Pmax_NTM_Campaign_16
2025-09-29,Google,0.0,0.605739,Pmax_NTM_Campaign_16
2025-09-30,Google,0.0,1.079438,Pmax_NTM_Campaign_16
2025-10-01,Google,0.0,0.908828,Pmax_NTM_Campaign_16
2025-10-02,Google,0.0,0.734871,Pmax_NTM_Campaign_16
2025-10-03,Google,0.0,0.873787,Pmax_NTM_Campaign_16
2025-10-04,Google,0.0,0.240033,Pmax_NTM_Campaign_16
2025-10-05,Google,0.0,0.891944,Pmax_NTM_Campaign_16
2025-10-06,Google,0.0,0.765136,Pmax_NTM_Campaign_16
2025-10-07,Google,0.0,0.0,Pmax_NTM_Campaign_16
2025-10-08,Google,0.0,0.979864,Pmax_NTM_Campaign_16
2025-10-09,Google,0.0,0.618056,Pmax_NTM_Campaign_16
2025-10-10,Google,0.0,0.340328,Pmax_NTM_Campaign_16
2025-10-11,Google,0.0,0.345854,Pmax_NTM_Campaign_16
2025-10-12,Google,0.0,1.967035,Pmax_NTM_Campaign_16
2025-10-13,Google,107.8,0.484758,Pmax_NTM_Campaign_16
2025-10-14,Google,0.0,0.005104,Pmax_NTM_Campaign_16
2025-10-15,Google,0.0,0.143986,Pmax_NTM_Campaign_16
2025-10-16,Google,0.0,0.252819,Pmax_NTM_Campaign_16
2025-10-17,Google,0.0,0.032953,Pmax_NTM_Campaign_16
2025-10-18,Google,0.0,1.02292,Pmax_NTM_Campaign_16
2025-10-19,Google,0.0,1.150351,Pmax_NTM_Campaign_16
2025-10-20,Google,0.0,1.841851,Pmax_NTM_Campaign_16
2025-10-21,Google,0.0,2.028062,Pmax_NTM_Campaign_16
2025-10-22,Google,0.0,2.345135,Pmax_NTM_Campaign_16
2025-10-23,Google,0.0,1.612185,Pmax_NTM_Campaign_16
2025-10-24,Google,0.0,0.53,Pmax_NTM_Campaign_16
2025-10-25,Google,0.0,2.459234,Pmax_NTM_Campaign_16
2025-10-26,Google,0.0,2.135807,Pmax_NTM_Campaign_16
2025-10-27,Google,0.0,1.03656,Pmax_NTM_Campaign_16
2025-10-28,Google,0.0,5.43923,Pmax_NTM_Campaign_16
2025-10-29,Google,0.0,2.490104,Pmax_NTM_Campaign_16
2025-10-30,Google,0.0,10.625748,Pmax_NTM_Campaign_16
2025-10-31,Google,0.0,2.1912,Pmax_NTM_Campaign_16
2025-11-01,Google,0.0,2.555274,Pmax_NTM_Campaign_16
2025-11-02,Google,0.0,6.659253,Pmax_NTM_Campaign_16
2025-11-03,Google,0.0,3.171179,Pmax_NTM_Campaign_16
2025-11-04,Google,0.0,7.12916,Pmax_NTM_Campaign_16
2025-11-05,Google,0.0,0.094005,Pmax_NTM_Campaign_16
2025-11-06,Google,0.0,1.68279,Pmax_NTM_Campaign_16
2025-11-07,Google,0.0,0.154526,Pmax_NTM_Campaign_16
2025-11-08,Google,0.0,0.055596,Pmax_NTM_Campaign_16
2025-11-09,Google,0.0,0.01,Pmax_NTM_Campaign_16
2025-11-10,Google,0.0,0.07,Pmax_NTM_Campaign_16
2025-11-11,Google,0.0,0.02,Pmax_NTM_Campaign_16
2025-11-12,Google,0.0,0.07,Pmax_NTM_Campaign_16
2025-11-13,Google,0.0,0.067571,Pmax_NTM_Campaign_16
2025-11-14,Google,0.0,0.311705,Pmax_NTM_Campaign_16
2025-11-15,Google,0.0,2.741827,Pmax_NTM_Campaign_16
2025-11-16,Google,0.0,0.295677,Pmax_NTM_Campaign_16
2025-11-17,Google,0.0,0.087172,Pmax_NTM_Campaign_16
2025-11-18,Google,0.0,0.145293,Pmax_NTM_Campaign_16
2025-11-19,Google,0.0,0.13368,Pmax_NTM_Campaign_16
2025-11-20,Google,0.0,0.145968,Pmax_NTM_Campaign_16
2025-11-21,Google,0.0,0.176803,Pmax_NTM_Campaign_16
2025-11-22,Google,0.0,0.185369,Pmax_NTM_Campaign_16
2025-11-23,Google,179.34,0.045211,Pmax_NTM_Campaign_16
2025-11-24,Google,194.99,0.082504,Pmax_NTM_Campaign_16
2025-11-25,Google,0.0,0.065635,Pmax_NTM_Campaign_16
2025-11-26,Google,175.93,0.408467,Pmax_NTM_Campaign_16
2025-11-27,Google,367.97683072,84.243447,Pmax_NTM_Campaign_16
2025-11-28,Google,106.55186150000002,199.998806,Pmax_NTM_Campaign_16
2025-11-29,Google,1174.722864,161.838903,Pmax_NTM_Campaign_16
2025-11-30,Google,145.0,199.996179,Pmax_NTM_Campaign_16
2025-12-01,Google,174.14457,101.892351,Pmax_NTM_Campaign_16
2025-12-02,Google,157.978706,96.574182,Pmax_NTM_Campaign_16
2025-12-03,Google,3171.45476464,98.932115,Pmax_NTM_Campaign_16
2025-12-04,Google,873.2139,80.751924,Pmax_NTM_Campaign_16
2025-12-05,Google,1003.8061368,99.404762,Pmax_NTM_Campaign_16
2025-12-06,Google,239.14095013,114.863327,Pmax_NTM_Campaign_16
2025-12-07,Google,39.84366058,103.981591,Pmax_NTM_Campaign_16
2025-12-08,Google,705.74975584,85.001302,Pmax_NTM_Campaign_16
2025-12-09,Google,5765.7684787,85.196513,Pmax_NTM_Campaign_16
2025-12-10,Google,756.25909715,49.176695,Pmax_NTM_Campaign_16
2025-12-11,Google,58.05,104.064236,Pmax_NTM_Campaign_16
2025-12-12,Google,167.81,82.23911,Pmax_NTM_Campaign_16
2025-12-13,Google,424.68317536,80.896803,Pmax_NTM_Campaign_16
2025-12-14,Google,249.32921744,84.267423,Pmax_NTM_Campaign_16
2025-12-15,Google,0.0,18.841186,Pmax_NTM_Campaign_16
2025-12-16,Google,556.67,138.879476,Pmax_NTM_Campaign_16
2025-12-17,Google,355.20789254,245.026892,Pmax_NTM_Campaign_16
2025-12-18,Google,530.849984,244.14152,Pmax_NTM_Campaign_16
2025-12-19,Google,316.398995,206.831561,Pmax_NTM_Campaign_16
2025-12-20,Google,329.41008668,256.200865,Pmax_NTM_Campaign_16
2025-12-21,Google,179.24,201.06939,Pmax_NTM_Campaign_16
2025-12-22,Google,0.0,25.277257,Pmax_NTM_Campaign_16
2025-12-23,Google,168.0,10.432575,Pmax_NTM_Campaign_16
2025-12-24,Google,0.0,23.379289,Pmax_NTM_Campaign_16
2025-12-25,Google,0.0,2.908333,Pmax_NTM_Campaign_16
2025-12-26,Google,106.0,21.973667,Pmax_NTM_Campaign_16
2025-12-27,Google,85.0,14.439908,Pmax_NTM_Campaign_16
2025-12-28,Google,0.0,7.354108,Pmax_NTM_Campaign_16
2025-12-29,Google,233.76,5.34581,Pmax_NTM_Campaign_16
2025-12-30,Google,0.0,3.811547,Pmax_NTM_Campaign_16
2025-12-31,Google,0.0,3.029417,Pmax_NTM_Campaign_16
2026-01-01,Google,101.0,7.100623,Pmax_NTM_Campaign_16
2026-01-02,Google,0.0,5.538591,Pmax_NTM_Campaign_16
2026-01-03,Google,95.95,4.037623,Pmax_NTM_Campaign_16
2026-01-04,Google,0.0,0.789096,Pmax_NTM_Campaign_16
2026-01-05,Google,0.0,10.207762,Pmax_NTM_Campaign_16
2026-02-03,Google,800.1200000000001,75.703675,Pmax_NTM_Campaign_16
2026-02-04,Google,211.313254,76.989493,Pmax_NTM_Campaign_16
2026-02-05,Google,1580.78655514,74.999762,Pmax_NTM_Campaign_16
2026-02-06,Google,1028.28519077,79.301441,Pmax_NTM_Campaign_16
2026-02-07,Google,865.05337866,61.575667,Pmax_NTM_Campaign_16
2026-02-08,Google,825.78,119.343766,Pmax_NTM_Campaign_16
2026-02-09,Google,1642.76628448,144.456913,Pmax_NTM_Campaign_16
2026-02-10,Google,417.01,204.168981,Pmax_NTM_Campaign_16
2026-02-11,Google,1080.43672952,197.377731,Pmax_NTM_Campaign_16
2026-02-12,Google,347.47,208.086257,Pmax_NTM_Campaign_16
2026-02-13,Google,466.35370448,236.94881,Pmax_NTM_Campaign_16
2026-02-14,Google,504.44663667,163.83178,Pmax_NTM_Campaign_16
2026-02-15,Google,0.0,88.183663,Pmax_NTM_Campaign_16
2026-02-16,Google,868.294383,140.230665,Pmax_NTM_Campaign_16
2026-02-17,Google,2657.61,386.196348,Pmax_NTM_Campaign_16
2026-02-18,Google,114.0,62.443554,Pmax_NTM_Campaign_16
2026-02-19,Google,106.42864094,108.867794,Pmax_NTM_Campaign_16
2026-02-20,Google,247.99,119.081492,Pmax_NTM_Campaign_16
2026-02-21,Google,302.83,61.359259,Pmax_NTM_Campaign_16
2026-02-22,Google,0.0,31.841288,Pmax_NTM_Campaign_16
2026-02-23,Google,92.335,93.381547,Pmax_NTM_Campaign_16
2026-02-24,Google,44.62,195.661018,Pmax_NTM_Campaign_16
2026-02-25,Google,0.0,54.491491,Pmax_NTM_Campaign_16
2026-02-26,Google,0.0,46.609136,Pmax_NTM_Campaign_16
2026-02-27,Google,0.0,61.825864,Pmax_NTM_Campaign_16
2026-02-28,Google,77.91,72.350947,Pmax_NTM_Campaign_16
2026-03-01,Google,0.0,7.747314,Pmax_NTM_Campaign_16
2026-03-02,Google,9.818e-05,11.884382,Pmax_NTM_Campaign_16
2026-03-03,Google,364.51383492,14.313785,Pmax_NTM_Campaign_16
2026-03-04,Google,0.0,3.306388,Pmax_NTM_Campaign_16
2026-03-05,Google,0.0,3.263421,Pmax_NTM_Campaign_16
2026-03-06,Google,0.0,0.059949,Pmax_NTM_Campaign_16
2026-03-07,Google,0.0,7.82993,Pmax_NTM_Campaign_16
2026-03-08,Google,0.0,11.934869,Pmax_NTM_Campaign_16
2026-03-09,Google,0.0,16.76356,Pmax_NTM_Campaign_16
2026-03-10,Google,167.4,36.721948,Pmax_NTM_Campaign_16
2026-03-11,Google,0.0,17.473389,Pmax_NTM_Campaign_16
2024-08-08,Google,0.0,44.044965,Pmax_NTM_Campaign_17
2024-08-09,Google,0.0,16.191802,Pmax_NTM_Campaign_17
2024-08-10,Google,30.0,20.755464,Pmax_NTM_Campaign_17
2024-08-11,Google,143.0,25.660134,Pmax_NTM_Campaign_17
2024-08-12,Google,50.0,13.43408,Pmax_NTM_Campaign_17
2024-08-13,Google,0.0,7.3364,Pmax_NTM_Campaign_17
2024-08-14,Google,0.0,0.420998,Pmax_NTM_Campaign_17
2024-08-15,Google,0.0,2.7089,Pmax_NTM_Campaign_17
2024-08-16,Google,111.0,8.074072,Pmax_NTM_Campaign_17
2024-08-17,Google,0.0,3.86,Pmax_NTM_Campaign_17
2024-08-18,Google,0.0,8.891767,Pmax_NTM_Campaign_17
2024-08-19,Google,107.0,8.301875,Pmax_NTM_Campaign_17
2024-08-20,Google,255.0,4.368392,Pmax_NTM_Campaign_17
2024-08-21,Google,0.0,4.08,Pmax_NTM_Campaign_17
2024-08-22,Google,0.0,6.502388,Pmax_NTM_Campaign_17
2024-08-23,Google,0.232284,11.604292,Pmax_NTM_Campaign_17
2024-08-24,Google,79.0,9.84491,Pmax_NTM_Campaign_17
2024-08-25,Google,257.7,13.46833,Pmax_NTM_Campaign_17
2024-08-26,Google,0.0,7.82966,Pmax_NTM_Campaign_17
2024-08-27,Google,71.0,14.49,Pmax_NTM_Campaign_17
2024-08-28,Google,55.0,17.834277,Pmax_NTM_Campaign_17
2024-08-29,Google,276.87123,21.21,Pmax_NTM_Campaign_17
2024-08-30,Google,0.0,17.195707,Pmax_NTM_Campaign_17
2024-08-31,Google,0.0,19.895469,Pmax_NTM_Campaign_17
2024-09-01,Google,52.646815,22.121815,Pmax_NTM_Campaign_17
2024-09-02,Google,65.0,27.814536,Pmax_NTM_Campaign_17
2024-09-03,Google,45.2171,38.278999,Pmax_NTM_Campaign_17
2024-09-04,Google,75.0,19.754488,Pmax_NTM_Campaign_17
2024-09-05,Google,49.7829,14.392201,Pmax_NTM_Campaign_17
2024-09-06,Google,33.0,9.290528,Pmax_NTM_Campaign_17
2024-09-07,Google,0.0,18.910667,Pmax_NTM_Campaign_17
2024-09-08,Google,55.0,26.929929,Pmax_NTM_Campaign_17
2024-09-09,Google,0.0,17.45227,Pmax_NTM_Campaign_17
2024-09-10,Google,45.0,11.95,Pmax_NTM_Campaign_17
2024-09-11,Google,46.8,11.719906,Pmax_NTM_Campaign_17
2024-09-12,Google,0.0,9.435884,Pmax_NTM_Campaign_17
2024-09-13,Google,0.0,16.392385,Pmax_NTM_Campaign_17
2024-09-14,Google,47.7,11.16,Pmax_NTM_Campaign_17
2024-09-15,Google,0.0,24.841044,Pmax_NTM_Campaign_17
2024-09-16,Google,18.0,20.172488,Pmax_NTM_Campaign_17
2024-09-17,Google,126.0,19.13,Pmax_NTM_Campaign_17
2024-09-18,Google,170.5,14.155703,Pmax_NTM_Campaign_17
2024-09-19,Google,136.2,6.935861,Pmax_NTM_Campaign_17
2024-09-20,Google,0.20178675,21.909513,Pmax_NTM_Campaign_17
2024-09-21,Google,118.0,25.414147,Pmax_NTM_Campaign_17
2024-09-22,Google,167.9451708,21.707989,Pmax_NTM_Campaign_17
2024-09-23,Google,0.0,9.42087,Pmax_NTM_Campaign_17
2024-09-24,Google,0.26824,16.024791,Pmax_NTM_Campaign_17
2024-09-25,Google,39.73176,14.614489,Pmax_NTM_Campaign_17
2024-09-26,Google,0.0,8.489942,Pmax_NTM_Campaign_17
2024-09-27,Google,0.0,6.796573,Pmax_NTM_Campaign_17
2024-09-28,Google,31.5,8.976436,Pmax_NTM_Campaign_17
2024-09-29,Google,103.5,14.286043,Pmax_NTM_Campaign_17
2024-09-30,Google,36.65724,8.855762,Pmax_NTM_Campaign_17
2024-10-01,Google,145.0,16.477478,Pmax_NTM_Campaign_17
2024-10-02,Google,20.25,5.074302,Pmax_NTM_Campaign_17
2024-10-03,Google,0.0,2.11235,Pmax_NTM_Campaign_17
2024-10-04,Google,0.7910505,24.282299,Pmax_NTM_Campaign_17
2024-10-05,Google,31.5,23.603228,Pmax_NTM_Campaign_17
2024-10-06,Google,30.33644,34.358624,Pmax_NTM_Campaign_17
2024-10-07,Google,370.2373702,31.630208,Pmax_NTM_Campaign_17
2024-10-08,Google,83.6,41.697699,Pmax_NTM_Campaign_17
2024-10-09,Google,323.36308,37.115224,Pmax_NTM_Campaign_17
2024-10-10,Google,407.0,43.092635,Pmax_NTM_Campaign_17
2024-10-11,Google,256.0,78.243027,Pmax_NTM_Campaign_17
2024-10-12,Google,420.0,201.011845,Pmax_NTM_Campaign_17
2024-10-13,Google,208.7,115.047805,Pmax_NTM_Campaign_17
2024-10-14,Google,260.0,112.948764,Pmax_NTM_Campaign_17
2024-10-15,Google,260.4225,85.8426,Pmax_NTM_Campaign_17
2024-10-16,Google,191.45376,101.742057,Pmax_NTM_Campaign_17
2024-10-17,Google,144.800013,74.027315,Pmax_NTM_Campaign_17
2024-10-18,Google,398.055875,42.024166,Pmax_NTM_Campaign_17
2024-10-19,Google,373.0,84.398512,Pmax_NTM_Campaign_17
2024-10-20,Google,72.0,54.102096,Pmax_NTM_Campaign_17
2024-10-21,Google,189.0,69.625221,Pmax_NTM_Campaign_17
2024-10-22,Google,72.0,49.159848,Pmax_NTM_Campaign_17
2024-10-23,Google,196.142218,62.787777,Pmax_NTM_Campaign_17
2024-10-24,Google,123.944125,29.066037,Pmax_NTM_Campaign_17
2024-10-25,Google,0.87636,18.884011,Pmax_NTM_Campaign_17
2024-10-26,Google,40.0,39.192338,Pmax_NTM_Campaign_17
2024-10-27,Google,129.1270203,33.738881,Pmax_NTM_Campaign_17
2024-10-28,Google,171.8440962,29.090326,Pmax_NTM_Campaign_17
2024-10-29,Google,20.0,17.921874,Pmax_NTM_Campaign_17
2024-10-30,Google,359.50812,29.08249,Pmax_NTM_Campaign_17
2024-10-31,Google,0.0,8.528359,Pmax_NTM_Campaign_17
2024-11-01,Google,280.0,33.244639,Pmax_NTM_Campaign_17
2024-11-02,Google,391.9098,132.332193,Pmax_NTM_Campaign_17
2024-11-03,Google,185.7196,77.435468,Pmax_NTM_Campaign_17
2024-11-04,Google,568.154336,66.261922,Pmax_NTM_Campaign_17
2024-11-05,Google,268.743865,57.163612,Pmax_NTM_Campaign_17
2024-11-06,Google,40.0,38.030228,Pmax_NTM_Campaign_17
2024-11-07,Google,97.2883822,43.3821,Pmax_NTM_Campaign_17
2024-11-08,Google,86.5247022,34.463733,Pmax_NTM_Campaign_17
2024-11-09,Google,144.0,37.363923,Pmax_NTM_Campaign_17
2024-11-10,Google,100.0,70.985661,Pmax_NTM_Campaign_17
2024-11-11,Google,323.778924,31.894986,Pmax_NTM_Campaign_17
2024-11-12,Google,77.849805,23.351019,Pmax_NTM_Campaign_17
2024-11-13,Google,0.0,18.822246,Pmax_NTM_Campaign_17
2024-11-14,Google,183.9922508,25.089145,Pmax_NTM_Campaign_17
2024-11-15,Google,285.5505956,19.134532,Pmax_NTM_Campaign_17
2024-11-16,Google,667.8902,31.918594,Pmax_NTM_Campaign_17
2024-11-17,Google,85.88111925,33.04873,Pmax_NTM_Campaign_17
2024-11-18,Google,176.7591284,48.147739,Pmax_NTM_Campaign_17
2024-11-19,Google,73.2038746,74.190253,Pmax_NTM_Campaign_17
2024-11-20,Google,270.43452,59.457303,Pmax_NTM_Campaign_17
2024-11-21,Google,495.0,71.109191,Pmax_NTM_Campaign_17
2024-11-22,Google,39.63507,34.479556,Pmax_NTM_Campaign_17
2024-11-23,Google,817.179865,211.567197,Pmax_NTM_Campaign_17
2024-11-24,Google,909.911768,355.863818,Pmax_NTM_Campaign_17
2024-11-25,Google,1481.52537,357.174815,Pmax_NTM_Campaign_17
2024-11-26,Google,1001.170234,377.510744,Pmax_NTM_Campaign_17
2024-11-27,Google,1581.7376264,305.244235,Pmax_NTM_Campaign_17
2024-11-28,Google,1081.18990175,120.831737,Pmax_NTM_Campaign_17
2024-11-29,Google,1929.8318655,571.115067,Pmax_NTM_Campaign_17
2024-11-30,Google,2033.3508294,498.604998,Pmax_NTM_Campaign_17
2024-12-01,Google,1118.8582522000002,485.517823,Pmax_NTM_Campaign_17
2024-12-02,Google,2039.36801375,421.013602,Pmax_NTM_Campaign_17
2024-12-03,Google,28.28308,47.226927,Pmax_NTM_Campaign_17
2024-12-04,Google,30.0,34.915154,Pmax_NTM_Campaign_17
2024-12-05,Google,0.0,39.957521,Pmax_NTM_Campaign_17
2024-12-06,Google,479.0,40.718023,Pmax_NTM_Campaign_17
2024-12-07,Google,48.941996,58.282072,Pmax_NTM_Campaign_17
2024-12-08,Google,228.0,46.008988,Pmax_NTM_Campaign_17
2024-12-09,Google,923.055889,58.429961,Pmax_NTM_Campaign_17
2024-12-10,Google,109.38328,33.513041,Pmax_NTM_Campaign_17
2024-12-11,Google,300.0,47.143636,Pmax_NTM_Campaign_17
2024-12-12,Google,151.06548,16.660161,Pmax_NTM_Campaign_17
2024-12-13,Google,86.61672,21.366163,Pmax_NTM_Campaign_17
2024-12-14,Google,160.0,27.870558,Pmax_NTM_Campaign_17
2024-12-15,Google,124.712405,28.819687,Pmax_NTM_Campaign_17
2024-12-16,Google,354.589717,99.998204,Pmax_NTM_Campaign_17
2024-12-17,Google,604.286608,100.145829,Pmax_NTM_Campaign_17
2024-12-18,Google,532.56632,93.390843,Pmax_NTM_Campaign_17
2024-12-19,Google,0.249984,25.482955,Pmax_NTM_Campaign_17
2024-12-20,Google,125.0,40.318195,Pmax_NTM_Campaign_17
2024-12-21,Google,383.8999901,47.586094,Pmax_NTM_Campaign_17
2024-12-22,Google,224.27692990000003,69.450762,Pmax_NTM_Campaign_17
2024-12-23,Google,50.0,28.967839,Pmax_NTM_Campaign_17
2024-12-24,Google,234.5,49.762839,Pmax_NTM_Campaign_17
2024-12-25,Google,151.438896,39.676938,Pmax_NTM_Campaign_17
2024-12-26,Google,0.0,41.271201,Pmax_NTM_Campaign_17
2024-12-27,Google,70.0,71.953123,Pmax_NTM_Campaign_17
2024-12-28,Google,14.0,22.722297,Pmax_NTM_Campaign_17
2024-12-29,Google,98.0669719,24.61,Pmax_NTM_Campaign_17
2024-12-30,Google,50.0,18.0,Pmax_NTM_Campaign_17
2024-12-31,Google,0.0,26.951664,Pmax_NTM_Campaign_17
2025-01-01,Google,0.0,15.772627,Pmax_NTM_Campaign_17
2025-01-02,Google,125.0,13.138316,Pmax_NTM_Campaign_17
2025-01-03,Google,0.0,15.24701,Pmax_NTM_Campaign_17
2025-01-04,Google,0.0,8.810353,Pmax_NTM_Campaign_17
2025-01-05,Google,391.0,14.541923,Pmax_NTM_Campaign_17
2025-01-06,Google,94.5,6.222859,Pmax_NTM_Campaign_17
2025-01-07,Google,0.0,17.90075,Pmax_NTM_Campaign_17
2025-01-08,Google,175.9913,10.294865,Pmax_NTM_Campaign_17
2025-01-09,Google,0.0,2.830793,Pmax_NTM_Campaign_17
2025-01-10,Google,31.696352,6.187583,Pmax_NTM_Campaign_17
2025-01-11,Google,149.4,12.790914,Pmax_NTM_Campaign_17
2025-01-12,Google,30.0,18.462467,Pmax_NTM_Campaign_17
2025-01-13,Google,145.794648,19.331086,Pmax_NTM_Campaign_17
2025-01-14,Google,0.0,6.92,Pmax_NTM_Campaign_17
2025-01-15,Google,60.51795,20.530837,Pmax_NTM_Campaign_17
2025-01-16,Google,100.0,23.574656,Pmax_NTM_Campaign_17
2025-01-17,Google,270.0,20.634344,Pmax_NTM_Campaign_17
2025-01-18,Google,14.0,18.021333,Pmax_NTM_Campaign_17
2025-01-19,Google,0.015975,30.405907,Pmax_NTM_Campaign_17
2025-01-20,Google,0.076826,23.870447,Pmax_NTM_Campaign_17
2025-01-21,Google,1.604918,24.387011,Pmax_NTM_Campaign_17
2025-01-22,Google,48.267076,22.770425,Pmax_NTM_Campaign_17
2025-01-23,Google,65.10082919999999,22.746663,Pmax_NTM_Campaign_17
2025-01-24,Google,0.0,1.11,Pmax_NTM_Campaign_17
2025-01-25,Google,0.0,0.971996,Pmax_NTM_Campaign_17
2025-01-26,Google,36.0,0.66,Pmax_NTM_Campaign_17
2025-01-27,Google,0.0,0.47,Pmax_NTM_Campaign_17
2025-01-28,Google,0.0,0.04,Pmax_NTM_Campaign_17
2025-01-29,Google,0.0,1.989811,Pmax_NTM_Campaign_17
2025-01-30,Google,0.0,0.01,Pmax_NTM_Campaign_17
2025-01-31,Google,0.0,1.915,Pmax_NTM_Campaign_17
2025-02-01,Google,0.0,6.84461,Pmax_NTM_Campaign_17
2025-02-02,Google,219.0,12.983889,Pmax_NTM_Campaign_17
2025-02-03,Google,105.3,10.20851,Pmax_NTM_Campaign_17
2025-02-04,Google,0.0,1.35,Pmax_NTM_Campaign_17
2025-02-05,Google,0.0,19.34686,Pmax_NTM_Campaign_17
2025-02-06,Google,0.0,12.132275,Pmax_NTM_Campaign_17
2025-02-07,Google,0.0,1.053889,Pmax_NTM_Campaign_17
2025-02-08,Google,50.6999,11.158178,Pmax_NTM_Campaign_17
2025-02-09,Google,60.0,18.548927,Pmax_NTM_Campaign_17
2025-02-10,Google,0.0,7.373475,Pmax_NTM_Campaign_17
2025-02-11,Google,96.0032,12.398941,Pmax_NTM_Campaign_17
2025-02-12,Google,0.0,4.832725,Pmax_NTM_Campaign_17
2025-02-13,Google,46.161736,18.972082,Pmax_NTM_Campaign_17
2025-02-14,Google,0.0,0.131149,Pmax_NTM_Campaign_17
2025-02-15,Google,0.0,0.233085,Pmax_NTM_Campaign_17
2025-02-16,Google,0.0,1.171113,Pmax_NTM_Campaign_17
2025-02-17,Google,142.0,10.38137,Pmax_NTM_Campaign_17
2025-02-18,Google,0.0,2.812968,Pmax_NTM_Campaign_17
2025-02-19,Google,0.0,7.254885,Pmax_NTM_Campaign_17
2025-02-20,Google,0.0,14.352595,Pmax_NTM_Campaign_17
2025-02-21,Google,0.0,3.647872,Pmax_NTM_Campaign_17
2025-02-22,Google,562.7,15.151714,Pmax_NTM_Campaign_17
2025-02-23,Google,97.4778,19.29,Pmax_NTM_Campaign_17
2025-02-24,Google,100.0,5.605813,Pmax_NTM_Campaign_17
2025-02-25,Google,0.0,4.292755,Pmax_NTM_Campaign_17
2025-02-26,Google,0.0,8.991392,Pmax_NTM_Campaign_17
2025-02-27,Google,0.0,2.287254,Pmax_NTM_Campaign_17
2025-02-28,Google,0.0,0.281735,Pmax_NTM_Campaign_17
2025-03-01,Google,0.664815,3.66,Pmax_NTM_Campaign_17
2025-03-02,Google,0.0,5.035846,Pmax_NTM_Campaign_17
2025-03-03,Google,0.08928,11.574167,Pmax_NTM_Campaign_17
2025-03-04,Google,465.0,18.585218,Pmax_NTM_Campaign_17
2025-03-05,Google,0.0,4.603542,Pmax_NTM_Campaign_17
2025-03-06,Google,67.80511,17.967131,Pmax_NTM_Campaign_17
2025-03-07,Google,20.0,12.300413,Pmax_NTM_Campaign_17
2025-03-08,Google,100.0,11.271084,Pmax_NTM_Campaign_17
2025-03-09,Google,0.0,9.123484,Pmax_NTM_Campaign_17
2025-03-10,Google,5.77008,12.910253,Pmax_NTM_Campaign_17
2025-03-11,Google,101.06182,10.539789,Pmax_NTM_Campaign_17
2025-03-12,Google,0.0,0.449651,Pmax_NTM_Campaign_17
2025-03-13,Google,0.0,10.939598,Pmax_NTM_Campaign_17
2025-03-14,Google,240.0,17.568939,Pmax_NTM_Campaign_17
2025-03-15,Google,0.0,0.118547,Pmax_NTM_Campaign_17
2025-03-16,Google,0.0,5.250179,Pmax_NTM_Campaign_17
2025-03-17,Google,0.0,14.22513,Pmax_NTM_Campaign_17
2025-03-18,Google,0.0,2.448512,Pmax_NTM_Campaign_17
2025-03-19,Google,0.0,18.014571,Pmax_NTM_Campaign_17
2025-03-20,Google,93.865772,15.205754,Pmax_NTM_Campaign_17
2025-03-21,Google,43.81124,15.042607,Pmax_NTM_Campaign_17
2025-03-22,Google,0.0,11.370108,Pmax_NTM_Campaign_17
2025-03-23,Google,88.0,27.041146,Pmax_NTM_Campaign_17
2025-03-24,Google,0.0,2.125886,Pmax_NTM_Campaign_17
2025-03-25,Google,0.0,7.15908,Pmax_NTM_Campaign_17
2025-03-26,Google,62.55,15.598557,Pmax_NTM_Campaign_17
2025-03-27,Google,0.0,4.138764,Pmax_NTM_Campaign_17
2025-03-28,Google,20.0,6.076666,Pmax_NTM_Campaign_17
2025-03-29,Google,0.0,5.174409,Pmax_NTM_Campaign_17
2025-03-30,Google,0.0,2.531979,Pmax_NTM_Campaign_17
2025-03-31,Google,0.0,6.632642,Pmax_NTM_Campaign_17
2025-04-01,Google,0.0,5.866896,Pmax_NTM_Campaign_17
2025-04-02,Google,41.4,7.014729,Pmax_NTM_Campaign_17
2025-04-03,Google,0.0,7.460051,Pmax_NTM_Campaign_17
2025-04-04,Google,0.0,3.043621,Pmax_NTM_Campaign_17
2025-04-05,Google,0.0,1.83,Pmax_NTM_Campaign_17
2025-04-06,Google,0.0,7.352643,Pmax_NTM_Campaign_17
2025-04-07,Google,195.0,0.741241,Pmax_NTM_Campaign_17
2025-04-08,Google,0.0,4.057458,Pmax_NTM_Campaign_17
2025-04-09,Google,420.0,4.417301,Pmax_NTM_Campaign_17
2025-04-10,Google,30.31803,9.999502,Pmax_NTM_Campaign_17
2025-04-11,Google,100.0,3.846572,Pmax_NTM_Campaign_17
2025-04-12,Google,0.0,8.708898,Pmax_NTM_Campaign_17
2025-04-13,Google,0.0,5.032291,Pmax_NTM_Campaign_17
2025-04-14,Google,88.666578,5.277032,Pmax_NTM_Campaign_17
2025-04-15,Google,0.0,4.935502,Pmax_NTM_Campaign_17
2025-04-16,Google,0.0,4.409124,Pmax_NTM_Campaign_17
2025-04-17,Google,69.08671,2.0,Pmax_NTM_Campaign_17
2025-04-18,Google,0.0,3.545366,Pmax_NTM_Campaign_17
2025-04-19,Google,0.0,5.922903,Pmax_NTM_Campaign_17
2025-04-20,Google,0.0,8.827937,Pmax_NTM_Campaign_17
2025-04-21,Google,0.0,0.012436,Pmax_NTM_Campaign_17
